Bank Number,VREFB Group,Pin Name / Function,Optional Function(s),Configuration Function,F780,F484,DQS for X8/X9 in 780 FBGA,DQS for X16/X18 in 780 FBGA,DQS for X32/X36 in 780 FBGA,DQS for X8/X9 in 484 FBGA,DQS for X16/X18 in 484 FBGA,DQS for X32/X36 in 484 FBGA
 ,   ,  GND,   ,   ,  U9,   ,   ,   ,   ,   ,   ,   
 ,   ,  GND,   ,   ,  V16,   ,   ,   ,   ,   ,   ,   
 ,   ,  GND,   ,   ,  W6,   ,   ,   ,   ,   ,   ,   
 ,   ,  GND,   ,   ,  W13,   ,   ,   ,   ,   ,   ,   
 ,   ,  GND,   ,   ,  W23,   ,   ,   ,   ,   ,   ,   
 ,   ,  GND,   ,   ,  Y11,   ,   ,   ,   ,   ,   ,   
 ,   ,  GND,   ,   ,  Y18,   ,   ,   ,   ,   ,   ,   
 ,   ,  GND,   ,   ,  J2,   ,   ,   ,   ,   ,   ,   
 ,   ,  GND,   ,   ,  D3,   ,   ,   ,   ,   ,   ,   
 ,   ,  GND,   ,   ,  B12,   ,   ,   ,   ,   ,   ,   
 ,   ,  GNDA1,   ,   ,  AA9,  U5,   ,   ,   ,   ,   ,   
 ,   ,  GNDA2,   ,   ,  H20,  E18,   ,   ,   ,   ,   ,   
 ,   ,  GNDA3,   ,   ,  H9,  F5,   ,   ,   ,   ,   ,   
 ,   ,  GNDA4,   ,   ,  AA20,  V18,   ,   ,   ,   ,   ,   
 ,   ,  VCCINT,   ,   ,  K9,  J11,   ,   ,   ,   ,   ,   
 ,   ,  VCCINT,   ,   ,  K11,  J12,   ,   ,   ,   ,   ,   
 ,   ,  VCCINT,   ,   ,  L16,  L14,   ,   ,   ,   ,   ,   
 ,   ,  VCCINT,   ,   ,  K17,  M14,   ,   ,   ,   ,   ,   
 ,   ,  VCCINT,   ,   ,  K19,  P11,   ,   ,   ,   ,   ,   
 ,   ,  VCCINT,   ,   ,  L10,  P12,   ,   ,   ,   ,   ,   
 ,   ,  VCCINT,   ,   ,  L12,  L9,   ,   ,   ,   ,   ,   
 ,   ,  VCCINT,   ,   ,  L14,  M9,   ,   ,   ,   ,   ,   
 ,   ,  VCCINT,   ,   ,  L18,  J13,   ,   ,   ,   ,   ,   
 ,   ,  VCCINT,   ,   ,  N20,  J14,   ,   ,   ,   ,   ,   
 ,   ,  VCCINT,   ,   ,  M11,  K14,   ,   ,   ,   ,   ,   
 ,   ,  VCCINT,   ,   ,  M13,  J10,   ,   ,   ,   ,   ,   
 ,   ,  VCCINT,   ,   ,  M15,  K9,   ,   ,   ,   ,   ,   
 ,   ,  VCCINT,   ,   ,  M17,  N9,   ,   ,   ,   ,   ,   
 ,   ,  VCCINT,   ,   ,  M19,  P9,   ,   ,   ,   ,   ,   
 ,   ,  VCCINT,   ,   ,  N10,  P10,   ,   ,   ,   ,   ,   
 ,   ,  VCCINT,   ,   ,  N12,  P13,   ,   ,   ,   ,   ,   
 ,   ,  VCCINT,   ,   ,  N14,  P14,   ,   ,   ,   ,   ,   
 ,   ,  VCCINT,   ,   ,  N16,  N14,   ,   ,   ,   ,   ,   
 ,   ,  VCCINT,   ,   ,  N18,  J16,   ,   ,   ,   ,   ,   
 ,   ,  VCCINT,   ,   ,  P9,  K15,   ,   ,   ,   ,   ,   
 ,   ,  VCCINT,   ,   ,  P11,  L16,   ,   ,   ,   ,   ,   
 ,   ,  VCCINT,   ,   ,  P13,  M15,   ,   ,   ,   ,   ,   
 ,   ,  VCCINT,   ,   ,  P15,  R12,   ,   ,   ,   ,   ,   
 ,   ,  VCCINT,   ,   ,  P17,  R10,   ,   ,   ,   ,   ,   
 ,   ,  VCCINT,   ,   ,  P19,  R8,   ,   ,   ,   ,   ,   
 ,   ,  VCCINT,   ,   ,  R10,  H9,   ,   ,   ,   ,   ,   
 ,   ,  VCCINT,   ,   ,  R12,  G12,   ,   ,   ,   ,   ,   
 ,   ,  VCCINT,   ,   ,  R14,   ,   ,   ,   ,   ,   ,   
 ,   ,  VCCINT,   ,   ,  R16,   ,   ,   ,   ,   ,   ,   
 ,   ,  VCCINT,   ,   ,  R18,   ,   ,   ,   ,   ,   ,   
 ,   ,  VCCINT,   ,   ,  R20,   ,   ,   ,   ,   ,   ,   
 ,   ,  VCCINT,   ,   ,  T11,   ,   ,   ,   ,   ,   ,   
 ,   ,  VCCINT,   ,   ,  T13,   ,   ,   ,   ,   ,   ,   
 ,   ,  VCCINT,   ,   ,  T15,   ,   ,   ,   ,   ,   ,   
 ,   ,  VCCINT,   ,   ,  T17,   ,   ,   ,   ,   ,   ,   
 ,   ,  VCCINT,   ,   ,  T19,   ,   ,   ,   ,   ,   ,   
 ,   ,  VCCINT,   ,   ,  U10,   ,   ,   ,   ,   ,   ,   
 ,   ,  VCCINT,   ,   ,  U12,   ,   ,   ,   ,   ,   ,   
 ,   ,  VCCINT,   ,   ,  U14,   ,   ,   ,   ,   ,   ,   
 ,   ,  VCCINT,   ,   ,  U16,   ,   ,   ,   ,   ,   ,   
 ,   ,  VCCINT,   ,   ,  U18,   ,   ,   ,   ,   ,   ,   
 ,   ,  VCCINT,   ,   ,  V11,   ,   ,   ,   ,   ,   ,   
 ,   ,  VCCINT,   ,   ,  V15,   ,   ,   ,   ,   ,   ,   
 ,   ,  VCCINT,   ,   ,  V17,   ,   ,   ,   ,   ,   ,   
 ,   ,  VCCINT,   ,   ,  V19,   ,   ,   ,   ,   ,   ,   
 ,   ,  VCCINT,   ,   ,  V13,   ,   ,   ,   ,   ,   ,   
 ,   ,  VCCINT,   ,   ,  W12,   ,   ,   ,   ,   ,   ,   
 ,   ,  VCCINT,   ,   ,  W14,   ,   ,   ,   ,   ,   ,   
 ,   ,  VCCINT,   ,   ,  W18,   ,   ,   ,   ,   ,   ,   
 ,   ,  VCCIO1,   ,   ,  B1,  D4,   ,   ,   ,   ,   ,   
 ,   ,  VCCIO1,   ,   ,  H1,  F4,   ,   ,   ,   ,   ,   
 ,   ,  VCCIO1,   ,   ,  K5,  K4,   ,   ,   ,   ,   ,   
 ,   ,  VCCIO1,   ,   ,  K8,  H4,   ,   ,   ,   ,   ,   
 ,   ,  VCCIO1,   ,   ,  N1,   ,   ,   ,   ,   ,   ,   
 ,   ,  VCCIO1,   ,   ,  N5,   ,   ,   ,   ,   ,   ,   
 ,   ,  VCCIO2,   ,   ,  AA1,  N4,   ,   ,   ,   ,   ,   
 ,   ,  VCCIO2,   ,   ,  AG1,  U4,   ,   ,   ,   ,   ,   
 ,   ,  VCCIO2,   ,   ,  T1,  W4,   ,   ,   ,   ,   ,   
 ,   ,  VCCIO2,   ,   ,  T5,  R4,   ,   ,   ,   ,   ,   
 ,   ,  VCCIO2,   ,   ,  W7,   ,   ,   ,   ,   ,   ,   
 ,   ,  VCCIO2,   ,   ,  W5,   ,   ,   ,   ,   ,   ,   
 ,   ,  VCCIO3,   ,   ,  AA11,  AB2,   ,   ,   ,   ,   ,   
 ,   ,  VCCIO3,   ,   ,  AD6,  W5,   ,   ,   ,   ,   ,   
 ,   ,  VCCIO3,   ,   ,  AD9,  W9,   ,   ,   ,   ,   ,   
 ,   ,  VCCIO3,   ,   ,  AD13,  W11,   ,   ,   ,   ,   ,   
 ,   ,  VCCIO3,   ,   ,  AH2,  AA6,   ,   ,   ,   ,   ,   
 ,   ,  VCCIO3,   ,   ,  AH5,   ,   ,   ,   ,   ,   ,   
 ,   ,  VCCIO3,   ,   ,  AH9,   ,   ,   ,   ,   ,   ,   
 ,   ,  VCCIO3,   ,   ,  AH13,   ,   ,   ,   ,   ,   ,   
 ,   ,  VCCIO3,   ,   ,  AB10,   ,   ,   ,   ,   ,   ,   
 ,   ,  VCCIO4,   ,   ,  AA18,  AB21,   ,   ,   ,   ,   ,   
 ,   ,  VCCIO4,   ,   ,  AD16,  W12,   ,   ,   ,   ,   ,   
 ,   ,  VCCIO4,   ,   ,  AD20,  W16,   ,   ,   ,   ,   ,   
 ,   ,  VCCIO4,   ,   ,  AD23,  W18,   ,   ,   ,   ,   ,   
 ,   ,  VCCIO4,   ,   ,  AH16,  Y14,   ,   ,   ,   ,   ,   
 ,   ,  VCCIO4,   ,   ,  AH20,   ,   ,   ,   ,   ,   ,   
 ,   ,  VCCIO4,   ,   ,  AH24,   ,   ,   ,   ,   ,   ,   
 ,   ,  VCCIO4,   ,   ,  AH27,   ,   ,   ,   ,   ,   ,   
 ,   ,  VCCIO4,   ,   ,  Y16,   ,   ,   ,   ,   ,   ,   
 ,   ,  VCCIO5,   ,   ,  AA28,  P18,   ,   ,   ,   ,   ,   
 ,   ,  VCCIO5,   ,   ,  AG28,  V19,   ,   ,   ,   ,   ,   
 ,   ,  VCCIO5,   ,   ,  T24,  Y19,   ,   ,   ,   ,   ,   
 ,   ,  VCCIO5,   ,   ,  T28,  T19,   ,   ,   ,   ,   ,   
 ,   ,  VCCIO5,   ,   ,  U21,   ,   ,   ,   ,   ,   ,   
 ,   ,  VCCIO5,   ,   ,  W24,   ,   ,   ,   ,   ,   ,   
 ,   ,  VCCIO6,   ,   ,  B28,  E19,   ,   ,   ,   ,   ,   
 ,   ,  VCCIO6,   ,   ,  H28,  G19,   ,   ,   ,   ,   ,   
 ,   ,  VCCIO6,   ,   ,  K24,  L19,   ,   ,   ,   ,   ,   
 ,   ,  VCCIO6,   ,   ,  L21,  J20,   ,   ,   ,   ,   ,   
 ,   ,  VCCIO6,   ,   ,  N24,   ,   ,   ,   ,   ,   ,   
 ,   ,  VCCIO6,   ,   ,  N28,   ,   ,   ,   ,   ,   ,   
 ,   ,  VCCIO7,   ,   ,  A16,  A21,   ,   ,   ,   ,   ,   
 ,   ,  VCCIO7,   ,   ,  A20,  D12,   ,   ,   ,   ,   ,   
 ,   ,  VCCIO7,   ,   ,  A24,  D14,   ,   ,   ,   ,   ,   
 ,   ,  VCCIO7,   ,   ,  A27,  D16,   ,   ,   ,   ,   ,   
 ,   ,  VCCIO7,   ,   ,  E16,  D18,   ,   ,   ,   ,   ,   
 ,   ,  VCCIO7,   ,   ,  E20,   ,   ,   ,   ,   ,   ,   
 ,   ,  VCCIO7,   ,   ,  E23,   ,   ,   ,   ,   ,   ,   
 ,   ,  VCCIO7,   ,   ,  H18,   ,   ,   ,   ,   ,   ,   
 ,   ,  VCCIO7,   ,   ,  J15,   ,   ,   ,   ,   ,   ,   
 ,   ,  VCCIO8,   ,   ,  A2,  A2,   ,   ,   ,   ,   ,   
 ,   ,  VCCIO8,   ,   ,  A5,  D5,   ,   ,   ,   ,   ,   
 ,   ,  VCCIO8,   ,   ,  A9,  D9,   ,   ,   ,   ,   ,   
 ,   ,  VCCIO8,   ,   ,  A13,  D11,   ,   ,   ,   ,   ,   
 ,   ,  VCCIO8,   ,   ,  E6,  E8,   ,   ,   ,   ,   ,   
 ,   ,  VCCIO8,   ,   ,  E9,   ,   ,   ,   ,   ,   ,   
 ,   ,  VCCIO8,   ,   ,  E13,   ,   ,   ,   ,   ,   ,   
 ,   ,  VCCIO8,   ,   ,  H11,   ,   ,   ,   ,   ,   ,   
 ,   ,  VCCIO8,   ,   ,  J13,   ,   ,   ,   ,   ,   ,   
 ,   ,  VCCA1,   ,   ,  Y8,  T6,   ,   ,   ,   ,   ,   
 ,   ,  VCCA2,   ,   ,  J21,  F18,   ,   ,   ,   ,   ,   
 ,   ,  VCCA3,   ,   ,  J8,  G6,   ,   ,   ,   ,   ,   
 ,   ,  VCCA4,   ,   ,  Y21,  U18,   ,   ,   ,   ,   ,   
 ,   ,  VCCD_PLL1,   ,   ,  Y9,  U6,   ,   ,   ,   ,   ,   
 ,   ,  VCCD_PLL2,   ,   ,  J20,  E17,   ,   ,   ,   ,   ,   
 ,   ,  VCCD_PLL3,   ,   ,  J9,  F6,   ,   ,   ,   ,   ,   
 ,   ,  VCCD_PLL4,   ,   ,  Y20,  V17,   ,   ,   ,   ,   ,   
